"","ID","TimeS","Month","Usable","Rock_per","DNR","Soil_per","Soil_type","Vegetation_per","Vegetation_height","DNV","DNV_height","Concealment","Set","LocationN","LocationE","N","Y"
"342","CA76",17,"Oct","",0,2,70,"Gravel_allu",30,0.5,0,0.5,"Over_50","Test",30.74579,105.01138,0.758,0.242
"386","CA54",6,"Aug","",0,2.5,50,"Gravel_allu",50,0.5,0,0.5,"Over_50","Test",30.7758,105.01944,0.4,0.6
"387","CA64",7,"Apr","",0,2.5,40,"Gravel_allu",60,0.5,0,0.5,"Less_50","Test",30.73423,104.97875,0.382,0.618
"388","CA66",12,"Oct","",0,2.5,50,"Gravel_allu",50,0.5,0,0.5,"Over_50","Test",30.73035,104.98633,0.86,0.14
"389","CA67",15,"Apr","",0,2.5,0,"Gravel_allu",100,0.5,0,0.5,"Over_50","Test",30.78706,104.9886,0.416,0.584
"390","CA71",14,"Aug","",0,2.5,30,"Gravel_allu",70,0.5,0,0.5,"Over_50","Test",30.73165,104.98945,0.316,0.684
"391","CA54",17,"Sep","",0,3,60,"Gravel_allu",40,0.5,0,0.5,"Over_50","Test",30.77419,105.02047,0.666,0.334
"392","CA66",14,"Oct","",0,3,30,"Gravel_allu",70,0.5,0,0.5,"Over_50","Test",30.72813,104.98322,0.37,0.63
"393","CA76",18,"May","",0,3,80,"Gravel_allu",20,0.5,0,0.5,"Less_50","Test",30.74318,105.01443,0.502,0.498
"394","CA76",21,"May","",0,4,80,"Gravel_allu",20,0.5,0,0.5,"0","Test",30.74505,105.00775,0.74,0.26
"395","CA68",16,"Sep","",0,5,40,"Gravel_allu",60,0.5,0,0.5,"Over_50","Test",30.74013,104.98644,0.746,0.254
"396","CA69",6,"Jun","",0,5,70,"Gravel_allu",30,0.5,0,0.5,"Less_50","Test",30.77431,105.01734,0.37,0.63
"397","CA69",7,"Jul","",0,5,20,"Gravel_allu",80,0.5,0,0.5,"Over_50","Test",30.776,105.01748,0.354,0.646
"398","CA71",15,"Jun","",0,5,0,"Gravel_allu",100,0.5,0,0.5,"Over_50","Test",30.7308,104.98914,0.162,0.838
"399","CA58",14,"Apr","",0,6,20,"Gravel_allu",80,0.5,0,0.5,"Over_50","Test",30.73004,104.99045,0.482,0.518
"400","CA54",16,"Sep","",0,10,60,"Gravel_allu",40,0.5,0,0.5,"Over_50","Test",30.7716,105.0172,0.634,0.366
"401","CA62",15,"Oct","",0,10,40,"Gravel_allu",60,0.5,0,0.5,"Less_50","Test",30.73203,104.98955,0.392,0.608
"402","CA52",21,"Sep","",0,15,70,"Gravel_allu",30,0.5,0,0.5,"Over_50","Test",30.73482,104.9943,0.78,0.22
"403","CA57",19,"May","",0,15,20,"Gravel_allu",80,0.5,0,0.5,"Over_50","Test",30.772,105.02281,0.436,0.564
"404","CA52",20,"Jul","",0,100,80,"Gravel_allu",20,0.5,0,0.5,"Less_50","Test",30.73506,104.99435,0.65,0.35
"405","CA52",22,"Oct","",0,100,70,"Gravel_allu",30,0.5,0,0.5,"Less_50","Test",30.73367,104.9915,0.86,0.14
"406","CA64",16,"Aug","",0,100,30,"Gravel_allu",70,0.5,0,0.5,"Over_50","Test",30.73013,104.9797,0.472,0.528
"407","CA67",12,"Aug","",0,100,20,"Gravel_allu",80,0.5,0,0.5,"Over_50","Test",30.78483,104.98721,0.396,0.604
"408","CA69",19,"Sep","",0,100,60,"Gravel_allu",40,0.5,0,0.5,"Less_50","Test",30.77423,105.01516,0.62,0.38
"409","CA69",22,"May","",0,100,60,"Gravel_allu",40,0.5,0,0.5,"Less_50","Test",30.77432,105.01808,0.624,0.376
"410","CA70",7,"Jul","",0,100,60,"Gravel_allu",40,0.5,0,0.5,"0","Test",30.7732,105.01457,0.438,0.562
"411","CA70",7,"Jul","",0,100,70,"Gravel_allu",30,0.5,0,0.5,"Over_50","Test",30.77414,105.0158,0.53,0.47
"412","CA70",19,"Oct","",0,100,80,"Gravel_allu",20,0.5,0,0.5,"Less_50","Test",30.77247,105.0152,0.624,0.376
"413","CA70",19,"Sep","",0,100,90,"Gravel_allu",10,0.5,0,0.5,"0","Test",30.77362,105.01508,0.606,0.394
"414","CA71",9,"Apr","",0,100,20,"Gravel_allu",80,0.5,0,0.5,"Over_50","Test",30.73001,104.98985,0.486,0.514
"415","CA71",9,"May","",0,100,10,"Gravel_allu",90,0.5,0,0.5,"Over_50","Test",30.73001,104.98982,0.648,0.352
"416","CA76",15,"Sep","",0,100,70,"Gravel_allu",30,0.5,0,0.5,"Less_50","Test",30.74214,105.01272,0.244,0.756
"417","CA76",19,"Jun","",0,100,70,"Gravel_allu",30,0.5,0,0.5,"Less_50","Test",30.742,105.0112,0.53,0.47
"418","CA62",19,"Aug","",40,0,10,"Gravel_allu",50,0.6,0,0.6,"Over_50","Test",30.73299,104.98881,0.516,0.484
"419","CA65",22,"Jun","",0,1,50,"Gravel_allu",50,0.6,0,0.6,"0","Test",30.74446,105.0118,0.516,0.484
"420","CA72",15,"Oct","",0,1,40,"Gravel_allu",60,0.6,0,0.6,"Over_50","Test",30.72908,104.98894,0.522,0.478
"421","CA67",23,"May","",0,2,60,"Gravel_allu",40,0.6,0,0.6,"Less_50","Test",30.78683,104.98841,0.55,0.45
"422","CA67",21,"Sep","",0,2.5,80,"Gravel_allu",20,0.6,0,0.6,"Less_50","Test",30.78766,104.98798,0.752,0.248
"423","CA69",16,"May","",0,3,20,"Gravel_allu",80,0.6,0,0.6,"Over_50","Test",30.7753,105.01801,0.478,0.522
"424","CA69",18,"Oct","",0,3,20,"Gravel_allu",80,0.6,0,0.6,"Less_50","Test",30.77273,105.01717,0.53,0.47
"425","CA56",8,"Jul","",0,4,80,"Gravel_allu",20,0.6,0,0.6,"Less_50","Test",30.72837,104.97249,0.848,0.152
"426","CA76",17,"Jun","",0,4,80,"Gravel_allu",20,0.6,0,0.6,"Over_50","Test",30.74819,105.00913,0.194,0.806
"427","CA58",14,"Apr","",0,10,0,"Gravel_allu",100,0.6,0,0.6,"Over_50","Test",30.72996,104.98998,0.464,0.536
"428","CA76",22,"Jul","",0,15,80,"Gravel_allu",20,0.6,0,0.6,"0","Test",30.74594,105.01044,0.42,0.58
"429","CA67",19,"Aug","",0,20,70,"Gravel_allu",30,0.6,0,0.6,"Over_50","Test",30.78882,104.9895,0.45,0.55
"430","CA59",1,"Aug","",0,100,60,"Gravel_allu",40,0.6,0,0.6,"Less_50","Test",30.77804,105.01825,0.28,0.72
"431","CA62",18,"Sep","",0,100,60,"Gravel_allu",40,0.6,0,0.6,"Over_50","Test",30.73133,104.9892,0.676,0.324
"432","CA63",7,"May","",0,100,30,"Gravel_allu",70,0.6,0,0.6,"Over_50","Test",30.77384,105.01343,0.72,0.28
"433","CA65",20,"Sep","",0,100,40,"Gravel_allu",60,0.6,0,0.6,"0","Test",30.74412,105.01294,0.736,0.264
"434","CA73",9,"Apr","",0,100,50,"Gravel_allu",50,0.6,0,0.6,"Over_50","Test",30.73187,104.98542,0.446,0.554
"435","CA52",14,"Sep","",80,0,0,"Gravel_allu",20,0.7,0,0.7,"Over_50","Test",30.73397,104.99401,0.506,0.494
"436","CA62",23,"Oct","",10,0,50,"Gravel_allu",40,0.7,0,0.7,"Over_50","Test",30.73316,104.98962,0.844,0.156
"437","CA67",15,"Apr","",30,0,30,"Gravel_allu",60,0.7,0,0.7,"Over_50","Test",30.78527,104.98886,0.454,0.546
"438","CA67",19,"Apr","",90,0,0,"Gravel_allu",10,0.7,0,0.7,"0","Test",30.78553,104.98884,0.66,0.34
"439","CA69",12,"Sep","",20,0,0,"Gravel_allu",80,0.7,0,0.7,"Over_50","Test",30.77721,105.01782,0.902,0.098
"440","CA62",23,"Aug","",0,1,30,"Gravel_allu",70,0.7,0,0.7,"Over_50","Test",30.73294,104.9888,0.414,0.586
"441","CA65",18,"Jun","",0,1,70,"Gravel_allu",30,0.7,0,0.7,"Over_50","Test",30.74456,105.01175,0.248,0.752
"442","CA69",22,"May","",0,1,80,"Gravel_allu",20,0.7,0,0.7,"Less_50","Test",30.77448,105.01787,0.702,0.298
"443","CA59",8,"May","",0,1.5,90,"Gravel_allu",10,0.7,0,0.7,"Less_50","Test",30.77729,105.01735,0.43,0.57
"444","CA62",10,"Sep","",0,2,90,"Gravel_allu",10,0.7,0,0.7,"Less_50","Test",30.73246,104.99005,0.646,0.354
"445","CA72",10,"Sep","",0,2,90,"Gravel_allu",10,0.7,0,0.7,"Less_50","Test",30.73246,104.99005,0.646,0.354
"446","CA73",11,"Oct","",0,2.5,30,"Gravel_allu",70,0.7,0,0.7,"Over_50","Test",30.73146,104.98553,0.972,0.028
"447","CA62",14,"Apr","",0,3,50,"Gravel_allu",50,0.7,0,0.7,"Over_50","Test",30.73273,104.98968,0.376,0.624
"448","CA73",9,"Apr","",0,5,70,"Gravel_allu",30,0.7,0,0.7,"Less_50","Test",30.73189,104.98574,0.706,0.294
"449","CA59",8,"Aug","",0,10,80,"Gravel_allu",20,0.7,0,0.7,"Over_50","Test",30.77795,105.01656,0.288,0.712
"450","CA63",8,"Jun","",0,10,90,"Gravel_allu",10,0.7,0,0.7,"0","Test",30.77283,105.01219,0.614,0.386
"451","CA65",9,"Apr","",0,100,10,"Gravel_allu",90,0.7,0,0.7,"Over_50","Test",30.74363,105.01235,0.526,0.474
"452","CA70",23,"Sep","",0,100,90,"Gravel_allu",10,0.7,0,0.7,"Less_50","Test",30.77232,105.01112,0.432,0.568
"453","CA76",18,"Jul","",0,100,30,"Gravel_allu",70,0.7,0,0.7,"Less_50","Test",30.74483,105.00662,0.324,0.676
"454","CA59",11,"Apr","",0,2,0,"Gravel_allu",100,0.75,0,0.75,"Over_50","Test",30.77796,105.01648,0.74,0.26
"455","CA56",22,"Sep","",0,100,0,"Gravel_allu",100,0.75,0,0.75,"Over_50","Test",30.72823,104.97244,0.634,0.366
"456","CA65",20,"May","",0,0.8,60,"Gravel_allu",40,0.8,0,0.8,"Over_50","Test",30.74457,105.01191,0.628,0.372
"457","CA62",22,"Jun","",0,1,70,"Gravel_allu",30,0.8,0,0.8,"Over_50","Test",30.73279,104.9892,0.382,0.618
"458","CA65",15,"Aug","",0,1,20,"Gravel_allu",80,0.8,0,0.8,"Over_50","Test",30.7442,105.01257,0.55,0.45
"459","CA58",20,"May","",0,1.5,20,"Gravel_allu",80,0.8,0,0.8,"Less_50","Test",30.7305,104.99062,0.578,0.422
"460","CA70",20,"Sep","",0,1.5,90,"Gravel_allu",10,0.8,0,0.8,"Over_50","Test",30.76936,105.00763,0.762,0.238
"461","CA57",20,"May","",0,2,70,"Gravel_allu",30,0.8,0,0.8,"Less_50","Test",30.77007,105.02192,0.572,0.428
"462","CA62",8,"Jul","",0,2,70,"Gravel_allu",30,0.8,0,0.8,"Over_50","Test",30.73149,104.98946,0.718,0.282
"463","CA63",19,"Sep","",0,2,70,"Gravel_allu",30,0.8,0,0.8,"Over_50","Test",30.77589,105.01707,0.652,0.348
"464","CA67",11,"Oct","",0,2,70,"Gravel_allu",30,0.8,0,0.8,"Over_50","Test",30.78694,104.98812,0.938,0.062
"465","CA68",7,"May","",0,2,60,"Gravel_allu",40,0.8,0,0.8,"Over_50","Test",30.7395,104.98593,0.512,0.488
"466","CA54",17,"Aug","",0,5,0,"Gravel_allu",100,0.8,0,0.8,"Over_50","Test",30.77489,105.0163,0.51,0.49
"467","CA68",19,"May","",0,5,70,"Gravel_allu",30,0.8,0,0.8,"0","Test",30.73965,104.98585,0.604,0.396
"468","CA74",10,"Apr","",0,5,70,"Gravel_allu",30,0.8,0,0.8,"Less_50","Test",30.73631,105.00354,0.712,0.288
"469","CA74",16,"Oct","",0,5,20,"Gravel_allu",80,0.8,0,0.8,"Over_50","Test",30.73221,105.00224,0.75,0.25
"470","CA64",14,"Sep","",0,7,80,"Gravel_allu",20,0.8,0,0.8,"Less_50","Test",30.7247,104.98193,0.336,0.664
"471","CA59",23,"Aug","",0,100,80,"Gravel_allu",20,0.8,0,0.8,"Less_50","Test",30.77758,105.02046,0.494,0.506
"472","CA62",22,"Jul","",0,100,80,"Gravel_allu",20,0.8,0,0.8,"Over_50","Test",30.73166,104.98969,0.544,0.456
"473","CA65",14,"Oct","",0,100,0,"Gravel_allu",100,0.8,0,0.8,"Over_50","Test",30.74324,105.00927,0.504,0.496
"474","CA67",22,"Aug","",0,100,20,"Gravel_allu",80,0.8,0,0.8,"Over_50","Test",30.73254,104.98935,0.172,0.828
"475","CA70",13,"Sep","",0,100,60,"Gravel_allu",40,0.8,0,0.8,"Over_50","Test",30.772,105.0108,0.474,0.526
"476","CA76",19,"Aug","",0,100,90,"Gravel_allu",10,0.8,0,0.8,"0","Test",30.74155,105.01222,0.302,0.698
"477","CA71",20,"Aug","",0,1,70,"Gravel_allu",30,0.9,0,0.9,"Over_50","Test",30.73009,104.98944,0.66,0.34
"478","CA67",23,"Jul","",0,2,70,"Gravel_allu",30,0.9,0,0.9,"Less_50","Test",30.78695,104.98804,0.614,0.386
"479","CA68",15,"Oct","",0,2,20,"Gravel_allu",80,0.9,0,0.9,"Less_50","Test",30.73811,104.98487,0.532,0.468
"480","CA63",18,"Oct","",0,100,50,"Gravel_allu",50,0.9,0,0.9,"Over_50","Test",30.7734,105.01379,0.612,0.388
"481","CA76",11,"Oct","",0,100,0,"Gravel_allu",100,0.9,0,0.9,"Less_50","Test",30.74602,105.00867,0.888,0.112
"482","CA74",15,"Apr","",80,0,0,"Gravel_allu",20,1,0,1,"Over_50","Test",30.73659,105.00207,0.47,0.53
"483","CA59",14,"Aug","",0,0.7,40,"Gravel_allu",60,1,0,1,"Over_50","Test",30.77534,105.01447,0.622,0.378
"484","CA59",18,"Sep","",0,0.7,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.77723,105.01523,0.354,0.646
"485","CA69",14,"Aug","",0,0.8,30,"Gravel_allu",70,1,0,1,"Over_50","Test",30.77572,105.01928,0.572,0.428
"486","CA57",18,"Jul","",0,1,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.77167,105.02321,0.284,0.716
"487","CA58",20,"Aug","",0,1,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.7319,104.9901,0.186,0.814
"488","CA57",18,"Jul","",0,1.5,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.77011,105.02452,0.276,0.724
"489","CA53",19,"Jun","",0,2,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.78446,104.98559,0.274,0.726
"490","CA63",8,"May","",0,2,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.77514,105.0163,0.592,0.408
"491","CA68",10,"Sep","",0,2,60,"Gravel_allu",30,1,0,1,"Over_50","Test",30.73666,104.98312,0.936,0.064
"492","CA62",13,"Oct","",0,2.5,10,"Gravel_allu",90,1,0,1,"Over_50","Test",30.73274,104.98961,0.496,0.504
"493","CA69",13,"Aug","",0,2.5,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.7754,105.01466,0.336,0.664
"494","CA70",13,"Apr","",0,2.5,30,"Gravel_allu",70,1,0,1,"Over_50","Test",30.77145,105.01525,0.53,0.47
"495","CA54",14,"Oct","",0,3,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.77228,105.01996,0.46,0.54
"496","CA54",16,"Oct","",0,3,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.77231,105.01994,0.754,0.246
"497","CA54",18,"Oct","",0,3,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.77228,105.01998,0.39,0.61
"498","CA63",17,"Oct","",0,3,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.77512,105.01624,0.352,0.648
"499","CA63",18,"Oct","",0,3,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.7751,105.01625,0.39,0.61
"500","CA59",19,"Jul","",0,7,80,"Gravel_allu",20,1,0,1,"Less_50","Test",30.7759,105.01694,0.604,0.396
"501","CA53",18,"Aug","",0,100,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.78678,104.9862,0.302,0.698
"502","CA53",22,"Jun","",0,100,80,"Gravel_allu",20,1,0,1,"Over_50","Test",30.78541,104.98407,0.276,0.724
"503","CA53",23,"Jul","",0,100,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.78524,104.98454,0.172,0.828
"504","CA56",16,"Aug","",0,100,50,"Gravel_allu",0,1,0,1,"Over_50","Test",30.72736,104.97127,0.428,0.572
"505","CA58",12,"Apr","",0,100,10,"Gravel_allu",90,1,0,1,"Over_50","Test",30.73008,104.99017,0.402,0.598
"506","CA62",13,"Jul","",0,100,60,"Gravel_allu",40,1,0,1,"Over_50","Test",30.73125,104.98956,0.448,0.552
"507","CA63",13,"Apr","",0,100,30,"Gravel_allu",70,1,0,1,"Over_50","Test",30.77184,105.01164,0.49,0.51
"508","CA63",19,"Oct","",0,100,50,"Gravel_allu",50,1,0,1,"Over_50","Test",30.77582,105.01691,0.532,0.468
"509","CA65",8,"Oct","",0,100,0,"Gravel_allu",100,1,0,1,"Over_50","Test",30.74498,105.00724,0.848,0.152
"510","CA68",11,"Aug","",0,100,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.73661,104.98127,0.502,0.498
"511","CA68",17,"Aug","",0,100,50,"Gravel_allu",50,1,0,1,"Over_50","Test",30.73697,104.98348,0.51,0.49
"512","CA69",9,"Aug","",0,100,10,"Gravel_allu",90,1,0,1,"Over_50","Test",30.77562,105.01425,0.326,0.674
"513","CA69",14,"Apr","",0,100,20,"Gravel_allu",80,1,0,1,"Over_50","Test",30.77451,105.01694,0.506,0.494
"514","CA69",22,"Jul","",0,100,90,"Gravel_allu",10,1,0,1,"Less_50","Test",30.77615,105.0168,0.556,0.444
"515","CA58",20,"Aug","",0,2,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.73129,104.9892,0.158,0.842
"516","CA70",15,"Jul","",0,2,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.77404,105.01509,0.34,0.66
"517","CA64",21,"Jul","",0,2.5,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.73092,104.97916,0.332,0.668
"518","CA67",22,"Sep","",0,3,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.78359,104.98405,0.678,0.322
"519","CA69",11,"Aug","",0,3,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.77262,105.01637,0.424,0.576
"520","CA70",17,"Apr","",0,4,20,"Gravel_allu",80,1.2,0,1.2,"Over_50","Test",30.77202,105.01497,0.572,0.428
"521","CA73",15,"Apr","",0,5,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.7315,104.98509,0.46,0.54
"522","CA63",12,"Apr","",0,100,50,"Gravel_allu",50,1.2,0,1.2,"Over_50","Test",30.77323,105.01406,0.45,0.55
"523","CA67",21,"Jul","",0,100,50,"Gravel_allu",50,1.2,0,1.2,"Over_50","Test",30.78713,104.98803,0.632,0.368
"524","CA69",11,"Apr","",0,100,40,"Gravel_allu",60,1.2,0,1.2,"Less_50","Test",30.7736,105.01594,0.6,0.4
"525","CA69",20,"Sep","",0,100,60,"Gravel_allu",40,1.2,0,1.2,"Over_50","Test",30.7735,105.01609,0.704,0.296
"526","CA76",9,"Sep","",0,100,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.74242,105.00971,0.928,0.072
"527","CA76",14,"Sep","",0,100,0,"Gravel_allu",100,1.2,0,1.2,"Over_50","Test",30.74644,105.00892,0.632,0.368
"528","CA65",16,"Aug","",70,0,20,"Gravel_allu",10,1.3,0,1.3,"Over_50","Test",30.7439,105.01116,0.608,0.392
"529","CA70",14,"Aug","",0,2,70,"Gravel_allu",30,1.3,0,1.3,"Over_50","Test",30.77315,105.01342,0.298,0.702
"530","CA66",15,"Sep","",0,5,20,"Gravel_allu",80,1.3,0,1.3,"Over_50","Test",30.72946,104.98599,0.706,0.294
"531","CA59",13,"Jul","",0,100,50,"Gravel_allu",50,1.3,0,1.3,"Over_50","Test",30.77566,105.01716,0.41,0.59
"532","CA65",17,"Sep","",0,100,0,"Gravel_allu",100,1.3,0,1.3,"Over_50","Test",30.74579,105.00833,0.328,0.672
"533","CA66",16,"Jun","",0,100,40,"Gravel_allu",60,1.3,0,1.3,"Over_50","Test",30.73136,104.98604,0.444,0.556
"534","CA64",19,"Aug","",0,2,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.72509,104.98362,0.22,0.78
"535","CA62",20,"Aug","",0,100,20,"Gravel_allu",80,1.4,0,1.4,"Over_50","Test",30.73238,104.9894,0.166,0.834
"536","CA71",9,"Jul","",0,100,40,"Gravel_allu",60,1.4,0,1.4,"Over_50","Test",30.73088,104.98901,0.6,0.4
"537","CA72",20,"Aug","",0,100,20,"Gravel_allu",80,1.4,0,1.4,"Over_50","Test",30.73238,104.9894,0.166,0.834
"538","CA76",14,"Sep","",0,100,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.74624,105.00893,0.548,0.452
"539","CA76",17,"Oct","",0,100,0,"Gravel_allu",100,1.4,0,1.4,"Over_50","Test",30.74578,105.00846,0.308,0.692
"540","CA67",15,"Oct","",20,0,0,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.79211,104.99302,0.744,0.256
"541","CA72",8,"May","",40,0,40,"Gravel_allu",20,1.5,0,1.5,"Less_50","Test",30.72882,104.98987,0.532,0.468
"542","CA68",17,"Sep","",0,1,30,"Gravel_allu",70,1.5,0,1.5,"Over_50","Test",30.73543,104.98658,0.45,0.55
"543","CA52",14,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.73406,104.99248,0.572,0.428
"544","CA52",14,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.73398,104.99249,0.572,0.428
"545","CA52",15,"Apr","",0,1.5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.733397,104.99255,0.56,0.44
"546","CA56",9,"Jul","",0,2,95,"Gravel_allu",5,1.5,0,1.5,"Less_50","Test",30.72835,104.97273,0.628,0.372
"547","CA71",18,"Aug","",0,2,0,"Gravel_allu",100,1.5,0,1.5,"Over_50","Test",30.72994,104.98269,0.318,0.682
"548","CA58",21,"Jun","",0,3,90,"Gravel_allu",10,1.5,0,1.5,"Over_50","Test",30.73011,104.98941,0.386,0.614
"549","CA59",13,"Aug","",0,5,20,"Gravel_allu",80,1.5,0,1.5,"Over_50","Test",30.77633,105.01586,0.374,0.626
"550","CA76",19,"Jun","",0,15,60,"Gravel_allu",40,1.5,0,1.5,"Over_50","Test",30.74158,105.00934,0.438,0.562
"551","CA54",15,"Sep","",0,25,50,"Gravel_allu",50,1.5,0,1.5,"Over_50","Test",30.77643,105.01595,0.396,0.604
"552","CA56",8,"Aug","",0,100,90,"Gravel_allu",10,1.5,0,1.5,"Less_50","Test",30.72807,104.97259,0.372,0.628
"553","CA59",18,"May","",0,100,80,"Gravel_allu",20,1.5,0,1.5,"Less_50","Test",30.77812,105.01674,0.518,0.482
"554","CA63",14,"Jul","",0,100,10,"Gravel_allu",90,1.5,0,1.5,"Over_50","Test",30.77359,105.01266,0.448,0.552
"555","CA70",19,"Sep","",0,100,0,"Gravel_allu",100,1.5,0,1.5,"Over_50","Test",30.77347,105.01461,0.322,0.678
"556","CA76",10,"Jun","",0,100,50,"Gravel_allu",50,1.6,0,1.6,"Over_50","Test",30.74267,104.01134,0.378,0.622
"557","CA76",13,"Aug","",0,100,10,"Gravel_allu",90,1.6,0,1.6,"Over_50","Test",30.74291,105.01192,0.382,0.618
"558","CA65",18,"May","",0,100,10,"Gravel_allu",90,1.7,0,1.7,"Over_50","Test",30.74284,105.01177,0.346,0.654
"559","CA67",11,"Oct","",0,1.2,50,"Gravel_allu",50,1.8,0,1.8,"Over_50","Test",30.78776,104.98739,0.956,0.044
"560","CA64",16,"Apr","",0,2,30,"Gravel_allu",70,1.8,0,1.8,"Over_50","Test",30.73433,104.979,0.55,0.45
"561","CA68",12,"Apr","",0,2.5,0,"Gravel_allu",100,1.8,0,1.8,"Over_50","Test",30.73983,104.98463,0.516,0.484
"562","CA70",10,"May","",0,100,80,"Gravel_allu",20,1.8,0,1.8,"Over_50","Test",30.77325,105.01566,0.488,0.512
"563","CA53",12,"Oct","",0,2,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.7806,104.98597,0.86,0.14
"564","CA53",18,"Sep","",0,2,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.78057,104.98602,0.328,0.672
"565","CA59",15,"Oct","",0,2,50,"Gravel_allu",50,2,0,2,"Over_50","Test",30.77798,105.01646,0.476,0.524
"566","CA61",13,"Apr","",0,4,20,"Gravel_allu",80,2,0,2,"Over_50","Test",30.73019,104.99022,0.548,0.452
"567","CA62",11,"Oct","",0,4,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.7307,104.98911,0.93,0.07
"568","CA57",19,"Aug","",0,15,50,"Gravel_allu",50,2,0,2,"Over_50","Test",30.77007,105.02431,0.524,0.476
"569","CA56",12,"Sep","",0,100,0,"Gravel_allu",100,2,0,2,"Over_50","Test",30.72791,104.97255,0.86,0.14
"570","CA70",13,"Apr","",0,100,20,"Gravel_allu",80,2.5,0,2.5,"Over_50","Test",30.77315,105.01543,0.496,0.504
"571","CA70",16,"May","",0,100,20,"Gravel_allu",80,2.5,0,2.5,"Over_50","Test",30.77315,105.0154,0.58,0.42
"572","CA65",12,"Oct","",40,0,20,"Gravel_allu",40,3,0,3,"Over_50","Test",30.74232,105.00851,0.914,0.086
"629","CA52",11,"Jul","",60,0,40,"Sand",0,0,15,2,"Over_50","Test",30.7321,104.9916,0.358,0.642
"630","CA52",22,"Jun","",0,5,100,"Sand",0,0,1,0.8,"0","Test",30.73056,104.98984,0.696,0.304
"631","CA52",8,"May","",0,20,100,"Sand",0,0,1.5,1.5,"0","Test",30.73051,104.98981,0.646,0.354
"632","CA61",21,"Jul","",0,100,100,"Sand",0,0,0.7,0.8,"0","Test",30.73119,104.98946,0.222,0.778
"633","CA71",21,"Jul","",0,3,30,"Sand",70,0.1,0,0.1,"0","Test",30.73079,104.98914,0.326,0.674
"674","CA52",19,"Jul","",60,0,10,"Sand",30,0.2,0,0.2,"Less_50","Test",30.73061,104.99036,0.732,0.268
"675","CA52",21,"May","",40,0,40,"Sand",10,0.2,0,0.2,"0","Test",30.73221,104.99129,0.598,0.402
"690","CA64",10,"Oct","",0,3,90,"Sand",10,0.2,0,0.2,"Less_50","Test",30.72589,104.98017,0.592,0.408
"691","CA55",13,"Oct","",0,15,20,"Sand",80,0.2,0,0.2,"Over_50","Test",30.72779,104.97173,0.548,0.452
"692","CA58",8,"Sep","",0,100,50,"Sand",50,0.2,0,0.2,"Less_50","Test",30.73074,104.98953,0.712,0.288
"793","CA67",10,"Apr","",70,0,20,"Sand",10,0.3,0,0.3,"Over_50","Test",30.78531,104.98891,0.45,0.55
"794","CA63",18,"Aug","",0,100,30,"Sand",70,0.3,0,0.3,"Over_50","Test",30.77296,105.01466,0.538,0.462
"795","CA71",22,"Jun","",0,100,90,"Sand",10,0.3,0,0.3,"0","Test",30.73097,104.98914,0.494,0.506
"796","CA66",9,"Sep","",60,0,10,"Sand",30,0.4,0,0.4,"Over_50","Test",30.72758,104.98415,0.912,0.088
"797","CA66",16,"Sep","",60,0,10,"Sand",30,0.4,0,0.4,"Over_50","Test",30.72762,104.98418,0.832,0.168
"798","CA57",20,"Jun","",50,0,30,"Sand",20,0.5,0,0.5,"Over_50","Test",30.77084,105.02055,0.49,0.51
"799","CA64",23,"Sep","",20,0,40,"Sand",40,0.5,0,0.5,"Over_50","Test",30.72479,104.98145,0.644,0.356
